"","setname","pval","est","exp","FDR"
"294","KEGG_OLFACTORY_TRANSDUCTION",0.297573325970995,0.414091540798974,"Down",1
"295","KEGG_REGULATION_OF_ACTIN_CYTOSKELETON",0.156523744397721,0.475736868851941,"Up",1
"296","KEGG_REGULATION_OF_ACTIN_CYTOSKELETON",0.779278770195751,1.48466442263552,"Down",1
"297","KEGG_INSULIN_SIGNALING_PATHWAY",0.182378878732222,0.372487538175977,"Up",1
"298","KEGG_INSULIN_SIGNALING_PATHWAY",1,1.6653928467043,"Down",1
"299","KEGG_GNRH_SIGNALING_PATHWAY",1,1.68951296559799,"Up",1
"300","KEGG_GNRH_SIGNALING_PATHWAY",0.177806073001705,0.367165781683425,"Down",1
"301","KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION",0.211001458610028,0.279940282739098,"Up",1
"302","KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION",1,0.830610734852557,"Down",1
"303","KEGG_MELANOGENESIS",1,1.68951296559799,"Up",1
"304","KEGG_MELANOGENESIS",0.649353776276713,0.691175710228142,"Down",1
"305","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",1,1.40668280031579,"Up",1
"306","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",1,1.38660103539786,"Down",1
"307","KEGG_TYPE_II_DIABETES_MELLITUS",1,Inf,"Up",1
"308","KEGG_TYPE_II_DIABETES_MELLITUS",0.216914643696163,0,"Down",1
"309","KEGG_TYPE_I_DIABETES_MELLITUS",0.129890408899292,Inf,"Up",1
"310","KEGG_TYPE_I_DIABETES_MELLITUS",0.699500496859036,2.50526116801116,"Down",1
"311","KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG",1,Inf,"Up",1
"312","KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG",0.216914643696163,0,"Down",1
"313","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",0.524592109431219,0.561415205144181,"Up",1
"314","KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",1,Inf,"Down",1
"315","KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION",1,Inf,"Up",1
"316","KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION",0.386910445965883,0.27666490244165,"Down",1
"317","KEGG_ALZHEIMERS_DISEASE",1,1.68951296559799,"Up",1
"318","KEGG_ALZHEIMERS_DISEASE",0.177806073001705,0.367165781683425,"Down",1
"319","KEGG_PARKINSONS_DISEASE",1,Inf,"Up",1
"320","KEGG_PARKINSONS_DISEASE",0.520107156920746,0.553405370560583,"Down",1
"321","KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS",1,Inf,"Up",1
"322","KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS",0.216914643696163,0,"Down",1
"323","KEGG_HUNTINGTONS_DISEASE",1,Inf,"Up",1
"324","KEGG_HUNTINGTONS_DISEASE",0.520107156920746,0.553405370560583,"Down",1
"325","KEGG_PRION_DISEASES",1,Inf,"Up",1
"326","KEGG_PRION_DISEASES",0.520107156920746,0.553405370560583,"Down",1
"327","KEGG_VIBRIO_CHOLERAE_INFECTION",1,Inf,"Up",1
"328","KEGG_VIBRIO_CHOLERAE_INFECTION",0.120517024056157,0.137924547144931,"Down",1
"329","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",0.524592109431219,0.561415205144181,"Up",1
"330","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",1,Inf,"Down",1
"331","KEGG_LEISHMANIA_INFECTION",0.545272399705404,1.97979950361001,"Up",1
"332","KEGG_LEISHMANIA_INFECTION",0.218312881322685,4.20006319783107,"Down",1
"333","KEGG_PATHWAYS_IN_CANCER",0.648527732436089,0.83973440826741,"Up",1
"334","KEGG_PATHWAYS_IN_CANCER",0.486276247570959,1.67765049156324,"Down",1
"335","KEGG_COLORECTAL_CANCER",0.390734777517564,0.280660160314505,"Up",1
"336","KEGG_COLORECTAL_CANCER",1,Inf,"Down",1
"337","KEGG_RENAL_CELL_CARCINOMA",0.123020113690255,0.139925868924655,"Up",1
"338","KEGG_RENAL_CELL_CARCINOMA",1,Inf,"Down",1
"339","KEGG_PANCREATIC_CANCER",0.302680270648591,0.420105558122479,"Up",1
"340","KEGG_PANCREATIC_CANCER",0.297573325970995,0.414091540798974,"Down",1
"341","KEGG_ENDOMETRIAL_CANCER",0.390734777517564,0.280660160314505,"Up",1
"342","KEGG_ENDOMETRIAL_CANCER",0.386910445965883,0.27666490244165,"Down",1
"343","KEGG_GLIOMA",0.211001458610028,0.279940282739098,"Up",1
"344","KEGG_GLIOMA",1,0.830610734852557,"Down",1
"345","KEGG_PROSTATE_CANCER",0.0734832405521839,0.186029516848801,"Up",1
"346","KEGG_PROSTATE_CANCER",1,1.10834649648702,"Down",1
"347","KEGG_THYROID_CANCER",1,0,"Up",1
"348","KEGG_THYROID_CANCER",1,0,"Down",1
"349","KEGG_BASAL_CELL_CARCINOMA",1,0.842627994095942,"Up",1
"350","KEGG_BASAL_CELL_CARCINOMA",1,0.830610734852557,"Down",1
"351","KEGG_MELANOMA",0.239793284306229,0.418354700267467,"Up",1
"352","KEGG_MELANOMA",0.699500496859036,2.50526116801116,"Down",1
"353","KEGG_BLADDER_CANCER",1,1.12439764449476,"Up",1
"354","KEGG_BLADDER_CANCER",1,1.10834649648702,"Down",1
"355","KEGG_CHRONIC_MYELOID_LEUKEMIA",0.390734777517564,0.280660160314505,"Up",1
"356","KEGG_CHRONIC_MYELOID_LEUKEMIA",1,Inf,"Down",1
"357","KEGG_ACUTE_MYELOID_LEUKEMIA",0.123020113690255,0.139925868924655,"Up",1
"358","KEGG_ACUTE_MYELOID_LEUKEMIA",1,Inf,"Down",1
"359","KEGG_SMALL_CELL_LUNG_CANCER",0.652010842332284,0.70121875282986,"Up",1
"360","KEGG_SMALL_CELL_LUNG_CANCER",1,1.6653928467043,"Down",1
"361","KEGG_NON_SMALL_CELL_LUNG_CANCER",0.524592109431219,0.561415205144181,"Up",1
"362","KEGG_NON_SMALL_CELL_LUNG_CANCER",0.520107156920746,0.553405370560583,"Down",1
"363","KEGG_ASTHMA",0.34916254721052,Inf,"Up",1
"364","KEGG_ASTHMA",0.350105175884609,Inf,"Down",1
"365","KEGG_AUTOIMMUNE_THYROID_DISEASE",0.34916254721052,Inf,"Up",1
"366","KEGG_AUTOIMMUNE_THYROID_DISEASE",0.350105175884609,Inf,"Down",1
"367","KEGG_ALLOGRAFT_REJECTION",0.34916254721052,Inf,"Up",1
"368","KEGG_ALLOGRAFT_REJECTION",0.350105175884609,Inf,"Down",1
"369","KEGG_GRAFT_VERSUS_HOST_DISEASE",0.212216872450249,Inf,"Up",1
"370","KEGG_GRAFT_VERSUS_HOST_DISEASE",1,1.94473537469519,"Down",1
"371","KEGG_VIRAL_MYOCARDITIS",0.689705115297861,0.842153011508586,"Up",1
"372","KEGG_VIRAL_MYOCARDITIS",0.213047370332575,Inf,"Down",1
